Total Bits,Total Play Time,Simulation Run
232005.1,17134.99999999999,837
228185.8999999995,17116.82500000001,838
224756.00000000076,16917.574999999997,839
228347.69999999934,16975.475000000013,840
224512.90000000116,17045.65000000002,841
232225.90000000026,17531.725000000002,842
231006.59999999986,17339.350000000013,843
231214.50000000055,17195.549999999992,844
223697.3000000001,17024.04999999999,845
235343.99999999919,17016.450000000008,846
224507.7999999992,16870.325000000004,847
223629.40000000072,17091.85,848
227715.79999999964,17204.800000000007,849
229777.79999999935,17045.100000000028,850
223565.0,16933.22500000001,851
227986.59999999942,17210.850000000013,852
226696.2000000006,17203.800000000003,853
216959.0999999995,16815.5,854
229645.79999999987,,855
228367.29999999932,17225.725,856
221152.29999999955,17069.05000000001,857
217757.60000000027,16907.45000000001,858
220117.50000000006,16801.199999999993,859
227439.60000000018,17025.074999999993,860
218613.09999999957,17156.649999999994,861
225748.3999999991,17201.30000000001,862
227292.6999999998,17005.275,863
224004.9999999996,17144.500000000004,864
229994.00000000015,17266.600000000006,865
232457.59999999977,17087.675000000017,866
225266.80000000072,17195.00000000001,867
230529.80000000028,17305.100000000002,868
228377.49999999988,17086.1,869
231533.60000000012,17116.77500000001,870
225835.20000000024,,871
219927.7999999998,16795.45,872
226507.80000000002,17117.650000000005,873
229412.99999999942,17316.325000000015,874
221299.60000000117,16951.700000000023,875
225348.19999999972,17021.500000000015,876
223021.90000000072,16976.774999999994,877
227688.1000000012,17112.525,878
225311.59999999966,17099.40000000002,879
223966.5999999993,16999.550000000003,880
227742.3999999989,17063.125000000004,881
224815.50000000017,17110.39999999999,882
227772.7000000001,17160.40000000001,883
226308.19999999882,17122.924999999996,884
226709.79999999946,,885
224483.80000000075,17239.574999999993,886
219289.4999999999,16967.950000000004,887
223434.1000000005,17068.600000000006,888
225332.80000000037,16946.675,889
240084.09999999873,17375.27500000002,890
218563.9999999998,17038.07500000002,891
227707.79999999938,16795.75,892
224716.4999999987,17400.499999999993,893
221269.59999999977,,894
226070.39999999982,17080.85000000004,895
230084.99999999994,17057.12500000001,896
230096.79999999973,17322.62500000003,897
235398.8999999991,17052.874999999993,898
229186.60000000105,17121.375000000007,899
225331.99999999945,17009.175,900
222139.2000000004,17059.025,901
228318.69999999978,16944.399999999994,902
232123.90000000052,17286.10000000001,903
223805.29999999976,16881.300000000017,904
222174.20000000065,16936.825000000004,905
220002.70000000045,,906
224161.39999999898,17213.824999999993,907
230842.70000000004,17164.225000000017,908
229746.00000000073,17313.100000000002,909
227590.1999999999,17163.850000000002,910
223183.60000000006,,911
219624.0000000016,16980.875000000015,912
228612.29999999987,17192.37499999999,913
229918.39999999988,17079.125000000015,914
227491.7999999997,17183.27500000002,915
228513.80000000028,17064.249999999993,916
227496.19999999963,17184.624999999996,917
230742.29999999996,17270.350000000006,918
235676.799999999,17448.60000000001,919
231520.30000000028,17324.724999999995,920
229819.79999999923,17105.25000000001,921
222166.09999999957,16808.07500000002,922
229938.49999999898,17308.950000000008,923
232780.90000000095,17191.999999999985,924
234809.9999999997,17083.100000000006,925
224998.0999999991,16878.650000000005,926
217678.80000000042,16916.850000000006,927
229739.30000000054,17317.12500000001,928
226098.40000000002,16929.675000000003,929
227238.7000000001,16845.874999999996,930
218243.50000000044,16912.550000000007,931
230715.29999999955,17208.12500000001,932
224353.80000000005,16918.40000000001,933
218222.30000000092,,934
237896.09999999948,17091.374999999993,935
232565.99999999977,17004.27500000001,936
219786.2000000005,16951.875000000004,937
235736.99999999913,17328.050000000007,938
227895.699999999,16956.299999999996,939
226476.4999999997,17132.625000000004,940
214190.89999999994,,941
227268.09999999887,17130.30000000001,942
230755.0000000001,17013.425000000014,943
219688.2000000005,17013.250000000004,944
220741.69999999923,17144.749999999985,945
223478.50000000044,17104.72500000002,946
234545.60000000033,17210.02499999999,947
223388.19999999998,16836.450000000004,948
228260.0000000018,17095.625000000007,949
212775.60000000036,16804.125000000022,950
234092.10000000012,16838.80000000001,951
226802.39999999997,16887.625000000015,952
224751.0999999998,17255.525,953
213896.9000000004,16802.55,954
237302.09999999977,17134.950000000008,955
227243.20000000094,,956
225655.40000000058,16961.550000000017,957
218816.60000000056,16874.125000000004,958
226835.4999999987,17126.65000000001,959
221006.89999999953,17111.499999999993,960
232717.99999999983,17331.725000000017,961
221377.7999999995,16921.274999999998,962
234507.3000000003,17078.774999999998,963
225460.90000000026,17280.44999999999,964
233967.3999999994,17181.02499999999,965
220478.90000000008,17126.925000000003,966
218739.4999999998,17265.574999999983,967
229095.3000000001,16964.800000000017,968
223596.89999999953,16998.625000000004,969
233698.60000000044,17011.699999999993,970
226036.60000000015,17127.249999999996,971
238163.50000000017,17076.025,972
220932.50000000038,16868.675000000007,973
223748.0000000007,16964.725000000013,974
227064.49999999953,17106.850000000002,975
225677.69999999925,,976
219425.20000000115,16855.600000000002,977
238028.89999999964,17161.07500000002,978
228655.59999999922,17265.72500000003,979
221719.2000000009,,980
227885.69999999946,17144.075000000004,981
227470.50000000032,17124.149999999998,982
228374.90000000008,16886.375000000015,983
227878.00000000026,17085.525000000005,984
221571.09999999948,16827.7,985
225709.49999999953,17325.199999999997,986
227839.4999999997,16959.825000000004,987
229313.2000000001,17006.375000000004,988
225224.2999999998,17126.949999999993,989
225715.49999999919,17121.82500000002,990
220856.89999999967,16846.499999999993,991
226108.49999999962,17232.27500000001,992
223058.40000000017,17033.274999999994,993
226829.6999999995,16815.199999999993,994
231487.89999999892,17222.100000000017,995
225841.5999999988,17078.075,996
232041.6,16994.975000000002,997

